filename;max_distance;kernal_size;segments;seg_range;seg_algo
00000136;5.0872802734375;4;150;[100, 150];quickshift
00000136;4.4952392578125;4;200;[150, 200];quickshift
00000137;10.9375;4;50;[0, 50];quickshift
00000137;5.8349609375;4;100;[50, 100];quickshift
00000137;4.473876953125;4;150;[100, 150];quickshift
00000137;4.123592376708984;4;198;[150, 200];quickshift
00000138;11.42578125;4;50;[0, 50];quickshift
00000138;7.2174072265625;4;100;[50, 100];quickshift
00000138;5.8837890625;4;150;[100, 150];quickshift
00000138;5.389404296875;4;200;[150, 200];quickshift
00000139;12.5;4;50;[0, 50];quickshift
00000139;6.1126708984375;4;100;[50, 100];quickshift
00000139;4.803466796875;4;150;[100, 150];quickshift
00000139;4.193115234375;4;200;[150, 200];quickshift
00000140;15.625;4;50;[0, 50];quickshift
00000140;7.2021484375;4;100;[50, 100];quickshift
00000140;5.37109375;4;150;[100, 150];quickshift
00000140;4.803466796875;4;200;[150, 200];quickshift
00000141;11.71875;4;50;[0, 50];quickshift
00000141;5.859375;4;100;[50, 100];quickshift
00000141;4.39453125;4;150;[100, 150];quickshift
00000141;4.136085510253906;4;200;[150, 200];quickshift
00000142;13.4765625;4;50;[0, 50];quickshift
00000142;5.859375;4;100;[50, 100];quickshift
00000142;4.5654296875;4;150;[100, 150];quickshift
00000142;4.163360595703125;4;200;[150, 200];quickshift
00000143;16.015625;4;50;[0, 50];quickshift
00000143;6.3232421875;4;100;[50, 100];quickshift
00000143;4.986572265625;4;150;[100, 150];quickshift
00000143;4.502105712890625;4;200;[150, 200];quickshift
00000144;12.109375;4;50;[0, 50];quickshift
00000144;5.2734375;4;100;[50, 100];quickshift
00000144;4.3212890625;4;150;[100, 150];quickshift
00000144;4.0130615234375;4;200;[150, 200];quickshift
00000145;12.109375;4;50;[0, 50];quickshift
00000145;7.03125;4;100;[50, 100];quickshift
00000145;5.0018310546875;4;150;[100, 150];quickshift
00000145;4.26025390625;4;200;[150, 200];quickshift
00000146;14.35546875;4;50;[0, 50];quickshift
00000146;7.6171875;4;100;[50, 100];quickshift
00000146;6.50634765625;4;150;[100, 150];quickshift
00000146;5.908203125;4;200;[150, 200];quickshift
00000147;9.375;4;50;[0, 50];quickshift
00000147;6.25;4;100;[50, 100];quickshift
00000147;5.078125;4;150;[100, 150];quickshift
00000147;4.339599609375;4;200;[150, 200];quickshift
00000148;12.5;4;50;[0, 50];quickshift
00000148;7.275390625;4;100;[50, 100];quickshift
00000148;5.1025390625;4;150;[100, 150];quickshift
00000148;4.345226287841797;4;200;[150, 200];quickshift
00000149;11.62109375;4;50;[0, 50];quickshift
00000149;6.34765625;4;100;[50, 100];quickshift
00000149;5.126953125;4;150;[100, 150];quickshift
00000149;4.5654296875;4;200;[150, 200];quickshift
00000150;10.15625;4;50;[0, 50];quickshift
00000150;5.419921875;4;100;[50, 100];quickshift
00000150;4.595947265625;4;150;[100, 150];quickshift
00000150;4.245758056640625;4;200;[150, 200];quickshift
